Chain,Park,Name,Height,Speed,Length,Inversions,URL
herschend,dollywood,dragonflier,,,1486.2,0,https://rcdb.com/16124.htm
herschend,dollywood,big bear mountain,66.0,48.0,3990.0,0,https://rcdb.com/20328.htm
herschend,dollywood,mystery mine,85.3,43.5,1804.5,2,https://rcdb.com/3609.htm
herschend,dollywood,thunderhead,100.4,53.7,3230.0,0,https://rcdb.com/2451.htm
herschend,dollywood,blazing fury,22.0,22.0,1520.0,0,https://rcdb.com/501.htm
herschend,dollywood,wild eagle,210.0,61.0,3127.0,4,https://rcdb.com/10148.htm
herschend,kennywood,phantom's revenge,160.0,85.0,3200.0,0,https://rcdb.com/123.htm
herschend,kennywood,exterminator,42.7,29.1,1377.9,0,https://rcdb.com/538.htm
herschend,kennywood,jack rabbit,40.0,45.0,2132.0,0,https://rcdb.com/120.htm
herschend,kennywood,racer,72.5,40.0,4500.0,0,https://rcdb.com/121.htm
herschend,kennywood,thunderbolt,70.0,55.0,3250.0,0,https://rcdb.com/122.htm
herschend,kennywood,steel curtain,220.0,75.0,4000.0,8,https://rcdb.com/16479.htm
herschend,kennywood,sky rocket,95.0,50.0,2100.0,3,https://rcdb.com/8612.htm
herschend,kentucky kingdom,hollyhock and roll,27.9,21.7,679.1,0,https://rcdb.com/172.htm
herschend,kentucky kingdom,lightning run,,55.0,2500.0,0,https://rcdb.com/7982.htm
herschend,kentucky kingdom,kentucky flyer,47.0,35.0,1288.0,0,https://rcdb.com/16676.htm
herschend,kentucky kingdom,wind chaser,100.0,52.0,2744.0,2,https://rcdb.com/12941.htm
herschend,kentucky kingdom,woodland run,90.0,53.0,2850.0,0,https://rcdb.com/173.htm
herschend,lake compounce,phobia phear coaster,150.0,62.0,863.0,1,https://rcdb.com/12897.htm
herschend,lake compounce,boulder dash,110.0,60.0,4725.0,0,https://rcdb.com/602.htm
herschend,lake compounce,zoomerang,116.5,47.0,935.0,3,https://rcdb.com/432.htm
herschend,lake compounce,wildcat,85.0,48.0,2746.0,0,https://rcdb.com/420.htm
herschend,silver dollar city,powder keg: a blast in the wilderness,98.0,64.0,3506.0,0,https://rcdb.com/1903.htm
herschend,silver dollar city,grand exposition coaster,13.0,20.0,262.0,0,https://rcdb.com/3401.htm
herschend,silver dollar city,time traveler,100.0,50.3,3020.0,3,https://rcdb.com/15168.htm
herschend,silver dollar city,outlaw run,107.0,68.0,2937.0,3,https://rcdb.com/10582.htm
herschend,silver dollar city,fire in the hole,,26.0,1512.0,0,https://rcdb.com/21093.htm
herschend,silver dollar city,wildfire,120.0,66.0,3073.0,5,https://rcdb.com/720.htm
herschend,silver dollar city,thunderation,81.0,48.0,3022.0,0,https://rcdb.com/220.htm
parques reunidos,bobbejaanland,naga bay,55.8,34.2,1410.8,0,https://rcdb.com/9331.htm
parques reunidos,bobbejaanland,oki doki,53.5,36.0,1430.4,0,https://rcdb.com/2228.htm
parques reunidos,bobbejaanland,typhoon,84.3,49.7,2198.2,4,https://rcdb.com/2229.htm
parques reunidos,bobbejaanland,speedy bob,45.9,28.0,1213.9,0,https://rcdb.com/2557.htm
parques reunidos,bobbejaanland,bob express,32.8,22.4,1709.3,0,https://rcdb.com/919.htm
parques reunidos,bobbejaanland,fury,141.1,66.2,1968.5,2,https://rcdb.com/16110.htm
parques reunidos,bobbejaanland,dreamcatcher,82.0,,1968.5,0,https://rcdb.com/915.htm
parques reunidos,bobbejaanland,revolution,60.8,31.1,2362.2,0,https://rcdb.com/917.htm
parques reunidos,moviepark germany,bandit,91.2,49.7,3605.7,0,https://rcdb.com/967.htm
parques reunidos,moviepark germany,backyardigans: mission to mars,27.9,21.7,679.1,0,https://rcdb.com/968.htm
parques reunidos,moviepark germany,studio tour,39.4,37.3,1745.4,0,https://rcdb.com/18666.htm
parques reunidos,moviepark germany,ghost chasers,45.9,28.0,1213.9,0,https://rcdb.com/966.htm
parques reunidos,moviepark germany,iron claw,109.3,49.7,2260.5,5,https://rcdb.com/969.htm
parques reunidos,moviepark germany,van helsing's factory,26.3,22.4,1312.3,0,https://rcdb.com/9539.htm
parques reunidos,moviepark germany,star trek: operation enterprise,131.2336,55.9,2362.2,3,https://rcdb.com/13796.htm
parques reunidos,moviepark germany,jimmy neutron's atomic flyer,42.7,,967.8,0,https://rcdb.com/3675.htm
parques reunidos,mirabilandia,rexplorer,,21.8,820.3,0,https://rcdb.com/768.htm
parques reunidos,mirabilandia,ispeed,180.4,68.4,3215.2,2,https://rcdb.com/4147.htm
parques reunidos,mirabilandia,paw patrol to the rescue,19.7,21.3,442.9,0,https://rcdb.com/2981.htm
parques reunidos,mirabilandia,katun,164.0,64.6,3937.0,6,https://rcdb.com/764.htm
parques reunidos,mirabilandia,gold digger,47.6,,1183.4,0,https://rcdb.com/765.htm
parques reunidos,mirabilandia,divertical,164.0,59.0,2516.4,0,https://rcdb.com/10393.htm
parques reunidos,mirabilandia,desmo race,72.2,49.7,1722.4,0,https://rcdb.com/15717.htm
parques reunidos,parque de atracciones,paw patrol: patrulla canina,13.0,,262.5,0,https://rcdb.com/3848.htm
parques reunidos,parque de atracciones,padrinos voladores,20.3,7.8,360.9,0,https://rcdb.com/3922.htm
parques reunidos,parque de atracciones,tarántula,83.7,42.3,2066.9,0,https://rcdb.com/2924.htm
parques reunidos,parque de atracciones,abismo,160.8,65.2,1345.1,2,https://rcdb.com/3185.htm
parques reunidos,parque de atracciones,tornado,98.0,49.7,2624.7,3,https://rcdb.com/1101.htm
parques reunidos,parque de atracciones,tnt tren de la mina,55.8,35.0,1476.4,0,https://rcdb.com/10402.htm
parques reunidos,parque warner madrid,coaster express,120.0,59.0,4574.0,0,https://rcdb.com/1368.htm
parques reunidos,parque warner madrid,tom y jerry,26.3,22.4,1181.1,0,https://rcdb.com/1367.htm
parques reunidos,parque warner madrid,shadows of arkham,105.0,49.7,2700.2,5,https://rcdb.com/1365.htm
parques reunidos,parque warner madrid,"correcaminos bip, bip",52.5,37.3,1574.8,0,https://rcdb.com/3520.htm
parques reunidos,parque warner madrid,superman / la atracción de acero,164.1,62.1,3608.9,7,https://rcdb.com/1366.htm
parques reunidos,parque warner madrid,stunt fall,177.2,61.5,1204.1,3,https://rcdb.com/1369.htm
parques reunidos,parque warner madrid,batman gotham city escape,147.6,64.0,3313.6,4,https://rcdb.com/20019.htm
parques reunidos,tusenfryd,speed monster,101.8,55.9,2263.8,3,https://rcdb.com/3245.htm
parques reunidos,tusenfryd,hurihuri,18.0,15.5,403.5,0,https://rcdb.com/20000.htm
parques reunidos,tusenfryd,storm - the dragon legend,109.9,59.0,1181.1,3,https://rcdb.com/20266.htm
parques reunidos,tusenfryd,thundercoaster,,57.8,3116.8,0,https://rcdb.com/1042.htm
parques reunidos,tusenfryd,supersplash,95.2,46.6,1049.8,0,https://rcdb.com/1900.htm
parques reunidos,tusenfryd,western-expressen,42.7,28.5,1099.1,0,https://rcdb.com/10448.htm
parques reunidos,tusenfryd,loopen,68.9,43.5,1509.2,2,https://rcdb.com/1043.htm
walibi,walibi belgium,loup-garou,91.8,49.7,3395.7,0,https://rcdb.com/1029.htm
walibi,walibi belgium,fun pilot,31.2,24.9,623.3,0,https://rcdb.com/15206.htm
walibi,walibi belgium,pulsar,147.7,62.8,711.9,0,https://rcdb.com/12409.htm
walibi,walibi belgium,kondaa,164.0,70.2,3937.0,0,https://rcdb.com/15207.htm
walibi,walibi belgium,calamity mine,45.9,30.1,2575.5,0,https://rcdb.com/924.htm
walibi,walibi belgium,tiki-waka,68.9,34.2,1850.4,0,https://rcdb.com/15205.htm
walibi,walibi belgium,cobra,116.5,47.0,935.0,3,https://rcdb.com/1028.htm
walibi,walibi belgium,turbine,137.8,53.0,722.0,1,https://rcdb.com/921.htm
walibi,walibi belgium,mecalodon,49.2,40.4,3034.8,0,https://rcdb.com/21793.htm
walibi,walibi belgium,vampire,109.3,49.7,2260.5,5,https://rcdb.com/922.htm
walibi,walibi holland,lost gravity,105.0,54.1,2231.0,2,https://rcdb.com/12315.htm
walibi,walibi holland,condor,101.7,49.7,2171.9,5,https://rcdb.com/770.htm
walibi,walibi holland,eat my dust,38.7,24.9,656.2,0,https://rcdb.com/20546.htm
walibi,walibi holland,yoy,95.1,51.0,2149.0,6,https://rcdb.com/20669.htm
walibi,walibi holland,drako,19.7,19.9,652.9,0,https://rcdb.com/774.htm
walibi,walibi holland,goliath,153.7,65.9,3982.9,0,https://rcdb.com/1565.htm
walibi,walibi holland,untamed,119.8,57.2,3559.7,4,https://rcdb.com/16047.htm
walibi,walibi holland,xpress: platform 13,84.7,55.9,3267.7,3,https://rcdb.com/769.htm
walibi,walibi holland,speed of sound,116.5,47.0,935.0,3,https://rcdb.com/773.htm
walibi,walibi rhône-alpes,generator,116.5,47.0,935.0,3,https://rcdb.com/943.htm
walibi,walibi rhône-alpes,mystic,101.7,52.8,1476.4,3,https://rcdb.com/15842.htm
walibi,walibi rhône-alpes,mahuka,59.1,41.6,1968.5,3,https://rcdb.com/19716.htm
walibi,walibi rhône-alpes,coccinelle,26.3,22.4,1181.1,0,https://rcdb.com/946.htm
walibi,walibi rhône-alpes,timber,55.8,40.0,1464.0,0,https://rcdb.com/12954.htm
other,efteling,vliegende hollander,73.8,43.5,1377.9,0,https://rcdb.com/3291.htm
other,efteling,baron 1898,98.4,55.9,1643.7,2,https://rcdb.com/12083.htm
other,efteling,joris en de draak,72.4,46.6,2585.0,0,https://rcdb.com/4526.htm
other,efteling,python,95.0,46.6,2460.6,4,https://rcdb.com/897.htm
other,efteling,max + moritz,19.7,22.4,984.3,0,https://rcdb.com/16697.htm
other,efteling,vogel rok,65.6,40.4,2460.6,0,https://rcdb.com/900.htm
other,nagashima spa land,corkscrew / コークスクリュー,,,1279.5,2,https://rcdb.com/15561.htm
other,nagashima spa land,wild mouse / ワイルドマウス,45.9,28.0,1213.9,0,https://rcdb.com/2558.htm
other,nagashima spa land,arashi / 嵐,120.0,38.0,1019.0,0,https://rcdb.com/14052.htm
other,nagashima spa land,children coaster / チルドレンコースター,19.7,19.9,652.9,0,https://rcdb.com/1181.htm
other,nagashima spa land,steel dragon 2000 / スチールドラゴン2000,318.2,95.0,8133.2,0,https://rcdb.com/1173.htm
other,nagashima spa land,shuttle loop / シャトルループ,137.8,57.0,863.0,1,https://rcdb.com/1177.htm
other,nagashima spa land,acrobat / アクロバット,141.1,55.9,3349.8,4,https://rcdb.com/12272.htm
other,nagashima spa land,hakugei / 白鯨,180.4,66.5,5019.7,3,https://rcdb.com/15515.htm
other,nagashima spa land,peter rabbit coaster / ピーターラビットコースター,14.1,15.5,502.0,0,https://rcdb.com/10873.htm
other,nagashima spa land,looping star / ルーピングスター,80.4,47.8,1942.3,1,https://rcdb.com/1178.htm
other,nagashima spa land,wild mouse / ワイルドマウス,45.9,28.0,1213.9,0,https://rcdb.com/1176.htm
other,europa park,schweizer bobbahn,62.3,31.1,1597.8,0,https://rcdb.com/974.htm
other,europa park,poseidon,75.5,43.5,2742.8,0,https://rcdb.com/1891.htm
other,europa park,wodan timbur coaster,131.2,62.1,3444.9,0,https://rcdb.com/10018.htm
other,europa park,atlantica supersplash,98.4,49.7,1279.5,0,https://rcdb.com/2928.htm
other,europa park,euro mir,92.0,49.7,3215.3,0,https://rcdb.com/972.htm
other,europa park,matterhorn blitz,52.5,35.0,1256.6,0,https://rcdb.com/971.htm
other,europa park,arthur,44.3,19.3,1656.8,0,https://rcdb.com/11114.htm
other,europa park,eurosat - cancan coaster,83.7,37.3,3024.8,0,https://rcdb.com/973.htm
other,europa park,blue fire megacoaster,124.7,62.1,3464.5,4,https://rcdb.com/4074.htm
other,europa park,pegasus,42.7,40.4,1312.3,0,https://rcdb.com/3403.htm
other,europa park,silver star,239.5,78.9,5315.0,0,https://rcdb.com/1414.htm
other,europa park,voltron,106.6,62.1,4544.0,7,https://rcdb.com/7121.htm
other,europa park,ba-a-a-express,9.8,,219.8,0,https://rcdb.com/13654.htm
other,port adventura,dragon khan,148.0,65.0,4165.0,8,https://rcdb.com/760.htm
other,port adventura,shambhala,249.3,83.3,5131.3,0,https://rcdb.com/10239.htm
other,port adventura,tami-tami,27.9,21.7,679.1,0,https://rcdb.com/763.htm
other,port adventura,furius baco,,83.9,2788.8,1,https://rcdb.com/3430.htm
other,port adventura,diablo - tren de la mina,54.0,,3306.0,0,https://rcdb.com/762.htm
other,port adventura,uncharted: the enigma of penitence,39.4,,2296.6,0,https://rcdb.com/20465.htm
other,port adventura,stampida,84.0,46.0,3127.0,0,https://rcdb.com/759.htm
other,port adventura,tomahawk,44.0,30.0,1444.0,0,https://rcdb.com/761.htm
other,ferrari land,red force,367.3,111.8,2887.2,0,https://rcdb.com/10698.htm
other,ferrari land,junior red force,,28.0,,0,https://rcdb.com/15992.htm
other,phantasialand,taron,98.4,72.7,4330.8,0,https://rcdb.com/12723.htm
other,phantasialand,winjas,57.1,37.3,1345.1,0,https://rcdb.com/1235.htm
other,phantasialand,colorado adventure,85.3,31.1,4199.5,0,https://rcdb.com/978.htm
other,phantasialand,f.l.y.,64.0,48.5,4048.6,2,https://rcdb.com/15201.htm
other,phantasialand,raik,82.0,38.5,685.7,0,https://rcdb.com/13689.htm
other,phantasialand,crazy bats,38.4,28.9,3855.0,0,https://rcdb.com/980.htm
other,phantasialand,black mamba,85.3,49.7,2519.7,4,https://rcdb.com/3117.htm
other,nickelodeon universe,sandy’s blasting bronco,85.3,47.8,1607.6,4,https://rcdb.com/16793.htm
other,nickelodeon universe,shredder,85.0,36.0,2247.0,0,https://rcdb.com/15600.htm
other,nickelodeon universe,tmnt shellraiser,141.0,62.1,3280.8,7,https://rcdb.com/15594.htm
other,nickelodeon universe,nickelodeon slime streak,70.0,37.0,1263.0,0,https://rcdb.com/16775.htm
other,fuji-q highland,zokkon / ぞっこん,,45.4,3937.0,0,https://rcdb.com/16186.htm
other,fuji-q highland,nia and animal coaster / ニアとアニマルコースター,,11.2,262.5,0,https://rcdb.com/1503.htm
other,fuji-q highland,fujiyama / フジヤマ,259.2,80.8,6708.7,0,https://rcdb.com/1190.htm
other,fuji-q highland,takabisha / 高飛車,141.0,62.1,3280.8,7,https://rcdb.com/9795.htm
other,fuji-q highland,eejanaika / ええじゃないか,249.3,78.3,3782.8,3,https://rcdb.com/3254.htm
other,fuji-q highland,voyage dans le ciel / リサとガスパールのそらたびにっき,75.5,31.1,1574.8,0,https://rcdb.com/1193.htm
other,energylandia,formuła,81.4,49.2,1837.3,3,https://rcdb.com/12362.htm
other,energylandia,happy loops,23.0,18.6,370.8,0,https://rcdb.com/15003.htm
other,energylandia,light explorers,79.4,37.3,780.8,0,https://rcdb.com/18210.htm
other,energylandia,abyssus,126.3,62.1,4317.6,4,https://rcdb.com/17412.htm
other,energylandia,mars,19.7,,393.7,0,https://rcdb.com/12572.htm
other,energylandia,frida,42.7,27.7,810.4,0,https://rcdb.com/17207.htm
other,energylandia,speed,164.0,62.8,2253.9,0,https://rcdb.com/14352.htm
other,energylandia,roller coaster mayan,109.3,49.7,2260.5,5,https://rcdb.com/12263.htm
other,energylandia,dragon roller coaster,63.3,47.0,1486.2,0,https://rcdb.com/12264.htm
other,energylandia,choco chip creek,54.1,34.2,3937.0,0,https://rcdb.com/17766.htm
other,energylandia,zadra,206.0,75.2,4317.6,3,https://rcdb.com/16184.htm
other,energylandia,hyperion,252.6,88.2,4757.2,1,https://rcdb.com/14462.htm
other,energylandia,viking roller coaster,36.1,26.7,1017.1,0,https://rcdb.com/12262.htm
other,energylandia,boomerang,75.5,37.3,672.6,0,https://rcdb.com/14192.htm
other,energylandia,energuś,42.7,28.5,1099.1,0,https://rcdb.com/12070.htm
other,energylandia,honey harbour,38.4,28.6,833.3,0,https://rcdb.com/19656.htm
other,liseberg,stampbanan,10.8,12.3,176.5,0,https://rcdb.com/10779.htm
other,liseberg,lisebergbanan,147.7,49.7,4397.0,0,https://rcdb.com/1061.htm
other,liseberg,helix,134.5,62.1,4530.8,7,https://rcdb.com/11048.htm
other,liseberg,rabalder,29.5,24.2,728.3,0,https://rcdb.com/4354.htm
other,liseberg,valkyria,154.2,65.2,2296.6,3,https://rcdb.com/14301.htm
other,liseberg,luna,109.9,42.3,794.0,0,https://rcdb.com/19785.htm
other,liseberg,balder,118.1,55.9,3510.5,0,https://rcdb.com/1562.htm
other,hersheypark,great bear,90.0,58.0,2800.0,4,https://rcdb.com/468.htm
other,hersheypark,fahrenheit,121.0,58.0,2700.0,6,https://rcdb.com/4049.htm
other,hersheypark,storm runner,150.0,72.0,2600.0,3,https://rcdb.com/2498.htm
other,hersheypark,sooperdooperlooper,57.0,45.0,2614.0,1,https://rcdb.com/108.htm
other,hersheypark,jolly rancher remix,116.5,47.0,935.0,3,https://rcdb.com/109.htm
other,hersheypark,wild mouse,45.9,28.0,1213.9,0,https://rcdb.com/539.htm
other,hersheypark,comet,84.0,50.0,3360.0,0,https://rcdb.com/106.htm
other,hersheypark,lightning racer,91.6,51.1,3393.0,0,https://rcdb.com/597.htm
other,hersheypark,candymonium,210.0,76.0,4636.0,0,https://rcdb.com/16682.htm
other,hersheypark,laff trakk,51.0,40.0,1400.0,0,https://rcdb.com/12270.htm
other,hersheypark,skyrush,200.0,75.0,3600.0,0,https://rcdb.com/10089.htm
other,hersheypark,wildcat's revenge,140.0,62.0,3510.0,4,https://rcdb.com/20462.htm
other,holiday world,good gravy!,77.0,37.0,721.8,0,https://rcdb.com/21070.htm
other,holiday world,howler,13.0,,262.5,0,https://rcdb.com/555.htm
other,holiday world,voyage,159.0,67.0,6442.0,0,https://rcdb.com/3231.htm
other,holiday world,raven,80.0,48.0,2800.0,0,https://rcdb.com/136.htm
other,holiday world,thunderbird,140.0,60.0,3035.0,4,https://rcdb.com/12260.htm
other,holiday world,legend,99.0,59.0,4042.0,0,https://rcdb.com/582.htm
other,knoebels,black diamond,35.0,,,0,https://rcdb.com/4454.htm
other,knoebels,impulse,98.0,55.0,1975.0,4,https://rcdb.com/12000.htm
other,knoebels,twister,101.6,51.5,3900.0,0,https://rcdb.com/546.htm
other,knoebels,flying turns,50.0,24.0,1300.0,0,https://rcdb.com/3458.htm
other,knoebels,phoenix,78.0,45.0,3200.0,0,https://rcdb.com/143.htm
other,pleasure beach blackpool,blue flyer,,,1099.1,0,https://rcdb.com/797.htm
other,pleasure beach blackpool,avalanche,,,1490.0,0,https://rcdb.com/789.htm
other,pleasure beach blackpool,nickelodeon streak,61.0,35.0,2293.0,0,https://rcdb.com/793.htm
other,pleasure beach blackpool,grand national,62.0,40.0,3302.0,0,https://rcdb.com/792.htm
other,pleasure beach blackpool,big one,213.0,74.0,5497.0,0,https://rcdb.com/775.htm
other,pleasure beach blackpool,icon,88.5,52.8,3750.0,1,https://rcdb.com/14312.htm
other,pleasure beach blackpool,revolution,56.0,45.0,635.0,1,https://rcdb.com/788.htm
other,pleasure beach blackpool,infusion,109.3,49.7,2260.5,5,https://rcdb.com/3672.htm
other,pleasure beach blackpool,big dipper,60.0,,3300.0,0,https://rcdb.com/790.htm
other,warner bros. world abu dhabi,fast and furry-ous,59.0,29.8,1292.6,0,https://rcdb.com/15670.htm
other,warner bros. world abu dhabi,tom and jerry swiss cheese spin,58.3,30.4,1512.4,0,https://rcdb.com/15017.htm
other,linnanmäki,tulireki,54.2,36.0,1102.3,0,https://rcdb.com/2470.htm
other,linnanmäki,pikajuna,23.0,23.0,961.3,0,https://rcdb.com/1074.htm
other,linnanmäki,linnunrata extra,23.0,24.9,984.3,0,https://rcdb.com/1072.htm
other,linnanmäki,taiga,170.6,65.9,3622.0,4,https://rcdb.com/16138.htm
other,linnanmäki,ukko,151.6,65.3,492.2,2,https://rcdb.com/9206.htm
other,linnanmäki,salama,55.8,37.3,1377.9,0,https://rcdb.com/3916.htm
other,linnanmäki,kirnu,82.0,37.3,465.9,0,https://rcdb.com/3613.htm
other,linnanmäki,vuoristorata,75.2,37.3,3149.6,0,https://rcdb.com/1073.htm
other,ferrari world abu dhabi,mission ferrari,,44.7,1777.7,2,https://rcdb.com/12575.htm
other,ferrari world abu dhabi,formula rossa,170.6,149.1,6804.5,0,https://rcdb.com/4485.htm
other,ferrari world abu dhabi,formula rossa junior,38.7,24.9,656.2,0,https://rcdb.com/17741.htm
other,ferrari world abu dhabi,flying aces,206.7,74.6,4921.3,1,https://rcdb.com/12772.htm
other,ferrari world abu dhabi,turbo track,210.0,63.4,590.6,0,https://rcdb.com/12771.htm
other,ferrari world abu dhabi,fiorano gt challenge,,59.0,3280.8,0,https://rcdb.com/4245.htm
other,gröna lund,twister,51.0,38.0,1544.0,0,https://rcdb.com/9352.htm
other,gröna lund,monster,111.5,55.9,2296.6,3,https://rcdb.com/15212.htm
other,gröna lund,insane,108.3,34.2,810.4,0,https://rcdb.com/4309.htm
other,gröna lund,kvasten,65.6,34.2,1295.9,0,https://rcdb.com/3702.htm
other,gröna lund,nyckelpigan,10.8,16.2,197.5,0,https://rcdb.com/1063.htm
other,gröna lund,tuff-tuff tåget,8.0,4.5,262.5,0,https://rcdb.com/9048.htm
other,hansa park,nessie,85.3,49.1,2431.1,1,https://rcdb.com/981.htm
other,hansa park,kleine zar,10.8,12.3,176.5,0,https://rcdb.com/13621.htm
other,hansa park,flucht von novgorod,131.2,62.1,2296.6,1,https://rcdb.com/4075.htm
other,hansa park,royal scotsman,52.5,31.1,1712.6,0,https://rcdb.com/983.htm
other,hansa park,schlange von midgard,32.8,28.0,656.2,0,https://rcdb.com/9465.htm
other,hansa park,crazy mine,49.3,28.0,1213.9,0,https://rcdb.com/982.htm
other,hansa park,schwur des kärnan,239.5,78.9,4051.8,1,https://rcdb.com/11615.htm
